source_dataset,record_id,distance_km,weather_condition,traffic_level,time_of_day,vehicle_type,gig_type,temperature_c,humidity_pct,precipitation_mm,preparation_time_min,courier_experience_yrs,worker_age,worker_rating,order_type,delivery_time_min,congestion_ratio,weather_risk,traffic_risk,news_risk,context_mult,severity_score,claim_triggered,risk_band,coverage_amount,payout_estimate
,B39E,12.88,Clear,Medium,Unknown,motorcycle,delivery,23.01,43.0,0.0,17.0,5.0,27.0,4.5,Drinks,37.06666667,0.5,0.0,50.0,0.0,1.2,22.94,0,Low,5000,1147.0
,C28,11.98,Fog,Medium,Unknown,motorcycle,delivery,26.48,87.0,0.0,17.0,5.0,20.0,5.0,Snack,34.05,0.5,17.4,50.0,0.0,1.2,29.07,0,Low,5000,1453.5
,92CC,14.97,Clear,Medium,Unknown,scooter,delivery,22.83,42.0,0.0,17.0,5.0,20.0,4.8,Drinks,39.28333333,0.5,0.0,50.0,0.0,1.3,24.99,0,Low,5000,1249.5
,BD39,14.01,Clear,Medium,Unknown,scooter,delivery,22.66,43.0,0.0,17.0,5.0,24.0,4.7,Buffet,31.91666667,0.5,0.0,50.0,0.0,1.3,24.74,0,Low,5000,1237.0
,B050,9.08,Fog,Medium,Unknown,motorcycle,delivery,26.39,88.0,0.0,17.0,5.0,38.0,4.7,Drinks,37.73333333,0.5,17.6,50.0,0.0,1.2,31.1,0,Moderate,5000,1555.0
,C636,8.32,Fog,Medium,Unknown,motorcycle,delivery,22.99,83.0,0.0,17.0,5.0,37.0,5.0,Buffet,27.83333333,0.5,16.6,50.0,0.0,1.2,29.84,0,Low,5000,1492.0
,8912,12.51,Clear,Medium,Unknown,motorcycle,delivery,22.74,43.0,0.0,17.0,5.0,25.0,4.9,Buffet,29.93333333,0.5,0.0,50.0,0.0,1.2,24.82,0,Low,5000,1241.0
,7850,12.96,Fog,Medium,Unknown,motorcycle,delivery,17.12,72.0,0.0,17.0,5.0,23.0,4.4,Meal,30.76666667,0.5,14.4,50.0,0.0,1.2,26.74,0,Low,5000,1336.9999999999998
,A61F,11.45,Fog,Medium,Unknown,scooter,delivery,25.0,73.0,0.0,17.0,5.0,32.0,4.9,Meal,28.25,0.5,14.6,50.0,0.0,1.3,29.89,0,Low,5000,1494.5
,B319,9.49,Fog,Medium,Unknown,motorcycle,delivery,19.77,91.0,0.0,17.0,5.0,31.0,4.9,Meal,27.15,0.5,18.2,50.0,0.0,1.2,33.09,1,Moderate,5000,1654.5000000000002
,6FE2,9.63,Clear,Medium,Unknown,motorcycle,delivery,19.33,65.0,0.0,17.0,5.0,29.0,4.4,Buffet,29.45,0.5,3.0,50.0,0.0,1.2,21.19,0,Low,5000,1059.5
,55AB,15.31,Fog,Medium,Unknown,motorcycle,delivery,24.99,73.0,0.0,17.0,5.0,20.0,4.8,Drinks,41.91666667,0.5,14.6,50.0,0.0,1.2,29.59,0,Low,5000,1479.5
,C979,10.54,Fog,Medium,Unknown,scooter,delivery,24.45,88.0,0.0,17.0,5.0,21.0,4.8,Meal,25.1,0.5,17.6,50.0,0.0,1.3,31.51,0,Moderate,5000,1575.5
,5386,9.7,Cloudy,Medium,Unknown,motorcycle,delivery,18.24,81.0,0.0,17.0,5.0,32.0,5.0,Drinks,40.16666667,0.5,8.2,50.0,0.0,1.2,29.29,0,Low,5000,1464.5
,5C33,9.44,Clear,Medium,Unknown,scooter,delivery,19.2,65.0,0.0,17.0,5.0,35.0,4.8,Meal,28.03333333,0.5,3.0,50.0,0.0,1.3,26.5,0,Low,5000,1325.0
,1A9E,10.31,Fog,Medium,Unknown,scooter,delivery,19.73,68.0,0.0,17.0,5.0,35.0,4.9,Drinks,34.65,0.5,13.6,50.0,0.0,1.3,28.96,0,Low,5000,1448.0000000000002
,5F59,13.88,Cloudy,Medium,Unknown,ev,delivery,18.4,81.0,0.0,17.0,5.0,29.0,4.9,Meal,26.1,0.5,8.2,50.0,0.0,1.0,26.23,0,Low,5000,1311.5
,201A,12.23,Clear,Medium,Unknown,ev,delivery,18.98,64.0,0.0,17.0,5.0,32.0,4.0,Drinks,35.9,0.5,2.8,50.0,0.0,1.0,22.01,0,Low,5000,1100.5
,3B77,8.68,Clear,Medium,Unknown,ev,delivery,19.17,65.0,0.0,17.0,5.0,26.0,4.7,Drinks,33.11666667,0.5,3.0,50.0,0.0,1.0,22.77,0,Low,5000,1138.5
,B4AF,12.29,Clear,Medium,Unknown,motorcycle,delivery,22.97,43.0,0.0,17.0,5.0,35.0,4.5,Drinks,34.45,0.5,0.0,50.0,0.0,1.2,20.83,0,Low,5000,1041.5
,3333,9.62,Fog,Medium,Unknown,scooter,delivery,26.36,88.0,0.0,17.0,5.0,31.0,5.0,Drinks,33.33333333,0.5,17.6,50.0,0.0,1.3,33.13,0,Moderate,5000,1656.5000000000002
,1F8A,9.75,Clear,Medium,Unknown,motorcycle,delivery,17.72,68.0,0.0,17.0,5.0,23.0,4.7,Drinks,36.6,0.5,3.6,50.0,0.0,1.2,25.66,0,Low,5000,1283.0
,FF2,8.29,Clear,Medium,Unknown,motorcycle,delivery,19.23,65.0,0.0,17.0,5.0,23.0,4.7,Snack,28.4,0.5,3.0,50.0,0.0,1.2,22.72,0,Low,5000,1136.0
,5711,16.09,Cloudy,Medium,Unknown,motorcycle,delivery,18.32,77.0,0.0,17.0,5.0,25.0,4.9,Buffet,33.66666667,0.5,7.4,50.0,0.0,1.2,26.63,0,Low,5000,1331.5
,9AE6,15.84,Clear,Medium,Unknown,motorcycle,delivery,22.55,43.0,0.0,17.0,5.0,20.0,3.1,Snack,33.78333333,0.5,0.0,50.0,0.0,1.2,25.82,1,Low,5000,1291.0
,442C,8.0,Fog,Medium,Unknown,scooter,delivery,26.99,44.0,0.0,17.0,5.0,22.0,4.7,Buffet,29.75,0.5,10.0,50.0,0.0,1.3,29.49,0,Low,5000,1474.5
,18B7,8.86,Fog,Medium,Unknown,ev,delivery,26.36,88.0,0.0,17.0,5.0,29.0,4.6,Snack,32.45,0.5,17.6,50.0,0.0,1.0,26.8,0,Low,5000,1340.0
,2163,10.51,Cloudy,Medium,Unknown,scooter,delivery,18.19,81.0,0.0,17.0,5.0,37.0,4.3,Drinks,35.4,0.5,8.2,50.0,0.0,1.3,20.6,0,Low,5000,1030.0
,381C,11.12,Fog,Medium,Unknown,motorcycle,delivery,17.14,72.0,0.0,17.0,5.0,25.0,4.6,Drinks,33.83333333,0.5,14.4,50.0,0.0,1.2,29.33,0,Low,5000,1466.5
,1101,17.48,Clear,Medium,Unknown,motorcycle,delivery,17.23,53.0,0.0,17.0,5.0,28.0,4.1,Meal,30.06666667,0.5,0.6,50.0,0.0,1.2,21.94,0,Low,5000,1097.0
,D741,11.55,Fog,Medium,Unknown,scooter,delivery,22.99,83.0,0.0,17.0,5.0,20.0,4.7,Buffet,26.35,0.5,16.6,50.0,0.0,1.3,31.05,0,Moderate,5000,1552.5
,8AEA,12.94,Fog,Medium,Unknown,motorcycle,delivery,17.12,72.0,0.0,17.0,5.0,21.0,4.7,Buffet,31.66666667,0.5,14.4,50.0,0.0,1.2,30.44,0,Moderate,5000,1522.0
,9842,9.7,Cloudy,Medium,Unknown,motorcycle,delivery,18.24,81.0,0.0,17.0,5.0,38.0,4.6,Buffet,33.13333333,0.5,8.2,50.0,0.0,1.2,28.6,0,Low,5000,1430.0000000000002
,5D2B,10.3,Cloudy,Medium,Unknown,motorcycle,delivery,18.38,81.0,0.0,17.0,5.0,26.0,4.8,Meal,28.18333333,0.5,8.2,50.0,0.0,1.2,29.86,0,Low,5000,1492.9999999999998
,CD98,15.46,Clear,Medium,Unknown,motorcycle,delivery,21.68,56.0,0.0,17.0,5.0,21.0,4.8,Meal,30.53333333,0.5,1.2,50.0,0.0,1.2,26.39,0,Low,5000,1319.5000000000002
,B63F,11.33,Clear,Medium,Unknown,motorcycle,delivery,19.33,65.0,0.0,17.0,5.0,33.0,5.0,Snack,30.85,0.5,3.0,50.0,0.0,1.2,28.05,0,Low,5000,1402.5000000000002
,C744,9.55,Clear,Medium,Unknown,motorcycle,delivery,22.27,54.0,0.0,17.0,5.0,35.0,4.6,Snack,28.33333333,0.5,0.8,50.0,0.0,1.2,26.54,0,Low,5000,1326.9999999999998
,DCA4,13.97,Fog,Medium,Unknown,ev,delivery,23.03,83.0,0.0,17.0,5.0,33.0,4.9,Snack,28.91666667,0.5,16.6,50.0,0.0,1.0,31.24,0,Moderate,5000,1562.0
,1.00E+61,9.65,Fog,Medium,Unknown,motorcycle,delivery,17.14,72.0,0.0,17.0,5.0,28.0,4.0,Drinks,38.28333333,0.5,14.4,50.0,0.0,1.2,28.46,0,Low,5000,1423.0
,777C,17.32,Clear,Medium,Unknown,motorcycle,delivery,22.48,43.0,0.0,17.0,5.0,34.0,4.6,Snack,31.81666667,0.5,0.0,50.0,0.0,1.2,20.92,0,Low,5000,1046.0000000000002
,5405,9.08,Fog,Medium,Unknown,motorcycle,delivery,26.9,44.0,0.0,17.0,5.0,30.0,5.0,Buffet,35.31666667,0.5,10.0,50.0,0.0,1.2,31.96,0,Moderate,5000,1598.0
,211D,8.51,Cloudy,Medium,Unknown,motorcycle,delivery,21.59,64.0,0.0,17.0,5.0,33.0,4.6,Buffet,25.15,0.5,4.8,50.0,0.0,1.2,25.31,0,Low,5000,1265.5
,5D01,11.71,Clear,Medium,Unknown,motorcycle,delivery,23.01,43.0,0.0,17.0,5.0,38.0,4.8,Snack,30.98333333,0.5,0.0,50.0,0.0,1.2,25.96,0,Low,5000,1298.0
,347A,14.46,Fog,Medium,Unknown,motorcycle,delivery,19.99,68.0,0.0,17.0,5.0,39.0,4.4,Drinks,40.51666667,0.5,13.6,50.0,0.0,1.2,27.16,0,Low,5000,1358.0
,3E1C,11.93,Fog,Medium,Unknown,motorcycle,delivery,19.54,93.0,0.0,17.0,5.0,27.0,4.5,Buffet,31.78333333,0.5,18.6,50.0,0.0,1.2,31.94,0,Moderate,5000,1597.0
,CFC9,9.1,Fog,Medium,Unknown,ev,delivery,23.03,83.0,0.0,17.0,5.0,35.0,4.4,Snack,26.13333333,0.5,16.6,50.0,0.0,1.0,23.42,0,Low,5000,1171.0
,C793,11.85,Clear,Medium,Unknown,ev,delivery,18.29,57.0,0.0,17.0,5.0,27.0,4.8,Snack,30.88333333,0.5,1.4,50.0,0.0,1.0,22.17,0,Low,5000,1108.5
,BCB7,13.32,Clear,Medium,Unknown,motorcycle,delivery,22.87,42.0,0.0,17.0,5.0,27.0,4.9,Drinks,36.1,0.5,0.0,50.0,0.0,1.2,23.3,0,Low,5000,1165.0
,D21E,11.78,Clear,Medium,Unknown,motorcycle,delivery,21.8,55.0,0.0,17.0,5.0,27.0,4.7,Snack,32.03333333,0.5,1.0,50.0,0.0,1.2,24.78,0,Low,5000,1239.0
,BD61,15.92,Clear,Medium,Unknown,scooter,delivery,17.83,67.0,0.0,17.0,5.0,22.0,4.7,Meal,29.31666667,0.5,3.4,50.0,0.0,1.3,27.33,0,Low,5000,1366.5
,A13E,13.63,Clear,Medium,Unknown,scooter,delivery,22.66,43.0,0.0,17.0,5.0,31.0,4.9,Snack,31.93333333,0.5,0.0,50.0,0.0,1.3,21.81,1,Low,5000,1090.5
,2031,8.33,Fog,Medium,Unknown,scooter,delivery,17.16,72.0,0.0,17.0,5.0,33.0,4.5,Buffet,24.06666667,0.5,14.4,50.0,0.0,1.3,30.36,0,Moderate,5000,1518.0
,A685,14.78,Fog,Medium,Unknown,motorcycle,delivery,25.05,73.0,0.0,17.0,5.0,27.0,4.7,Meal,30.85,0.5,14.6,50.0,0.0,1.2,31.06,0,Moderate,5000,1553.0
,1660,10.07,Cloudy,Medium,Unknown,ev,delivery,21.43,65.0,0.0,17.0,5.0,35.0,4.5,Meal,26.71666667,0.5,5.0,50.0,0.0,1.0,28.94,0,Low,5000,1447.0
,8539,10.75,Clear,Medium,Unknown,motorcycle,delivery,19.0,64.0,0.0,17.0,5.0,31.0,4.6,Drinks,37.58333333,0.5,2.8,50.0,0.0,1.2,25.89,0,Low,5000,1294.5
,3A72,11.31,Cloudy,Medium,Unknown,scooter,delivery,21.2,65.0,0.0,17.0,5.0,30.0,4.9,Drinks,38.75,0.5,5.0,50.0,0.0,1.3,24.83,0,Low,5000,1241.5
,9CE5,11.01,Clear,Medium,Unknown,scooter,delivery,19.05,65.0,0.0,17.0,5.0,33.0,5.0,Snack,27.23333333,0.5,3.0,50.0,0.0,1.3,22.51,0,Low,5000,1125.5
,1339,14.54,Fog,Medium,Unknown,motorcycle,delivery,26.49,88.0,0.0,17.0,5.0,34.0,4.7,Buffet,34.4,0.5,17.6,50.0,0.0,1.2,33.32,0,Moderate,5000,1666.0
,88CF,10.23,Fog,Medium,Unknown,motorcycle,delivery,19.56,68.0,0.0,17.0,5.0,34.0,4.6,Meal,24.46666667,0.5,13.6,50.0,0.0,1.2,29.73,0,Low,5000,1486.5
,A039,12.33,Clear,Medium,Unknown,ev,delivery,22.98,43.0,0.0,17.0,5.0,32.0,4.1,Meal,26.68333333,0.5,0.0,50.0,0.0,1.0,22.46,0,Low,5000,1123.0
,3DD6,10.81,Fog,Medium,Unknown,motorcycle,delivery,27.01,44.0,0.0,17.0,5.0,39.0,5.0,Buffet,34.98333333,0.5,10.0,50.0,0.0,1.2,23.76,0,Low,5000,1188.0
,D27F,9.34,Fog,Medium,Unknown,scooter,delivery,23.99,88.0,0.0,17.0,5.0,35.0,4.9,Drinks,33.31666667,0.5,17.6,50.0,0.0,1.3,28.3,0,Low,5000,1415.0000000000002
,DD3A,12.1,Fog,Medium,Unknown,motorcycle,delivery,17.45,82.0,0.0,17.0,5.0,38.0,4.4,Meal,27.55,0.5,16.4,50.0,0.0,1.2,30.5,0,Moderate,5000,1525.0
,9BFC,7.21,Fog,Medium,Unknown,scooter,delivery,17.16,72.0,0.0,17.0,5.0,32.0,5.0,Drinks,35.18333333,0.5,14.4,50.0,0.0,1.3,29.75,0,Low,5000,1487.5
,AEA6,13.6,Fog,Medium,Unknown,ev,delivery,19.5,93.0,0.0,17.0,5.0,32.0,4.9,Snack,36.33333333,0.5,18.6,50.0,0.0,1.0,25.12,0,Low,5000,1256.0000000000002
,4BA3,11.67,Cloudy,Medium,Unknown,motorcycle,delivery,21.32,64.0,0.0,17.0,5.0,25.0,4.8,Buffet,27.91666667,0.5,4.8,50.0,0.0,1.2,26.45,0,Low,5000,1322.5
,5498,7.96,Fog,Medium,Unknown,motorcycle,delivery,24.84,73.0,0.0,17.0,5.0,26.0,4.5,Snack,28.5,0.5,14.6,50.0,0.0,1.2,25.47,0,Low,5000,1273.5
,766F,11.07,Clear,Medium,Unknown,scooter,delivery,17.83,68.0,0.0,17.0,5.0,35.0,4.8,Meal,29.88333333,0.5,3.6,50.0,0.0,1.3,27.97,0,Low,5000,1398.5
,D509,12.64,Fog,Medium,Unknown,motorcycle,delivery,23.92,88.0,0.0,17.0,5.0,38.0,4.7,Buffet,30.43333333,0.5,17.6,50.0,0.0,1.2,30.08,0,Moderate,5000,1503.9999999999998
,9D6E,11.16,Fog,Medium,Unknown,motorcycle,delivery,17.14,72.0,0.0,17.0,5.0,20.0,4.8,Buffet,26.43333333,0.5,14.4,50.0,0.0,1.2,27.61,0,Low,5000,1380.5
,C57F,12.89,Fog,Medium,Unknown,scooter,delivery,24.31,88.0,0.0,17.0,5.0,39.0,4.9,Snack,29.85,0.5,17.6,50.0,0.0,1.3,32.14,0,Moderate,5000,1607.0
,18BA,12.79,Cloudy,Medium,Unknown,motorcycle,delivery,21.33,66.0,0.0,17.0,5.0,29.0,4.6,Buffet,31.46666667,0.5,5.2,50.0,0.0,1.2,26.03,1,Low,5000,1301.5000000000002
,330C,19.45,Cloudy,Medium,Unknown,scooter,delivery,18.27,82.0,0.0,17.0,5.0,33.0,4.8,Buffet,32.98333333,0.5,8.4,50.0,0.0,1.3,29.59,0,Low,5000,1479.5
,8CEB,8.57,Clear,Medium,Unknown,scooter,delivery,19.3,65.0,0.0,17.0,5.0,25.0,4.6,Meal,24.15,0.5,3.0,50.0,0.0,1.3,25.21,0,Low,5000,1260.5
,1760,9.36,Cloudy,Medium,Unknown,scooter,delivery,18.19,81.0,0.0,17.0,5.0,27.0,4.7,Snack,27.98333333,0.5,8.2,50.0,0.0,1.3,27.15,0,Low,5000,1357.4999999999998
,4DD9,8.38,Cloudy,Medium,Unknown,motorcycle,delivery,21.36,65.0,0.0,17.0,5.0,22.0,4.6,Drinks,35.55,0.5,5.0,50.0,0.0,1.2,24.68,0,Low,5000,1234.0
,C6A9,10.47,Cloudy,Medium,Unknown,motorcycle,delivery,24.92,59.0,0.0,17.0,5.0,25.0,4.2,Drinks,37.15,0.5,3.8,50.0,0.0,1.2,25.36,0,Low,5000,1268.0
,538F,15.31,Clear,Medium,Unknown,scooter,delivery,17.71,68.0,0.0,17.0,5.0,22.0,4.8,Drinks,37.56666667,0.5,3.6,50.0,0.0,1.3,28.66,0,Low,5000,1433.0
,3F7C,13.88,Cloudy,Medium,Unknown,motorcycle,delivery,18.4,81.0,0.0,17.0,5.0,25.0,4.9,Snack,30.15,0.5,8.2,50.0,0.0,1.2,25.36,0,Low,5000,1268.0
,9.80E+01,15.45,Fog,Medium,Unknown,motorcycle,delivery,25.05,73.0,0.0,17.0,5.0,37.0,4.8,Snack,36.51666667,0.5,14.6,50.0,0.0,1.2,29.91,1,Low,5000,1495.4999999999998
,829A,9.08,Fog,Medium,Unknown,motorcycle,delivery,26.39,88.0,0.0,17.0,5.0,34.0,4.0,Meal,28.53333333,0.5,17.6,50.0,0.0,1.2,27.9,0,Low,5000,1394.9999999999998
,110A,12.03,Fog,Medium,Unknown,motorcycle,delivery,17.12,72.0,0.0,17.0,5.0,31.0,4.7,Snack,33.35,0.5,14.4,50.0,0.0,1.2,24.41,0,Low,5000,1220.5
,4.30E+04,17.48,Clear,Medium,Unknown,motorcycle,delivery,17.23,53.0,0.0,17.0,5.0,39.0,4.4,Snack,33.9,0.5,0.6,50.0,0.0,1.2,24.12,0,Low,5000,1206.0
,28B2,13.92,Fog,Medium,Unknown,motorcycle,delivery,25.06,73.0,0.0,17.0,5.0,22.0,4.6,Drinks,40.1,0.5,14.6,50.0,0.0,1.2,29.35,0,Low,5000,1467.5000000000002
,C81A,9.59,Cloudy,Medium,Unknown,motorcycle,delivery,24.81,58.0,0.0,17.0,5.0,34.0,4.7,Meal,24.81666667,0.5,3.6,50.0,0.0,1.2,24.54,0,Low,5000,1227.0
,4873,7.8,Clear,Medium,Unknown,motorcycle,delivery,27.05,47.0,0.0,17.0,5.0,20.0,5.0,Drinks,34.16666667,0.5,0.0,50.0,0.0,1.2,20.51,0,Low,5000,1025.5
,DE4,11.88,Fog,Medium,Unknown,scooter,delivery,19.5,93.0,0.0,17.0,5.0,29.0,4.6,Snack,35.41666667,0.5,18.6,50.0,0.0,1.3,31.12,0,Moderate,5000,1556.0000000000002
,28DF,11.34,Fog,Medium,Unknown,motorcycle,delivery,19.89,68.0,0.0,17.0,5.0,23.0,4.8,Drinks,36.65,0.5,13.6,50.0,0.0,1.2,28.79,0,Low,5000,1439.5
,AED 3.00,11.53,Fog,Medium,Unknown,scooter,delivery,24.96,73.0,0.0,17.0,5.0,32.0,4.9,Snack,30.48333333,0.5,14.6,50.0,0.0,1.3,27.33,0,Low,5000,1366.5
,D027,11.17,Cloudy,Medium,Unknown,scooter,delivery,24.97,59.0,0.0,17.0,5.0,30.0,4.9,Snack,35.41666667,0.5,3.8,50.0,0.0,1.3,22.62,0,Low,5000,1131.0
,408F,14.03,Clear,Medium,Unknown,scooter,delivery,23.05,43.0,0.0,17.0,5.0,26.0,4.7,Drinks,38.43333333,0.5,0.0,50.0,0.0,1.3,23.5,0,Low,5000,1175.0
,AA14,12.29,Clear,Medium,Unknown,ev,delivery,22.97,43.0,0.0,17.0,5.0,20.0,4.9,Meal,25.16666667,0.5,0.0,50.0,0.0,1.0,23.81,0,Low,5000,1190.5
,7A10,8.95,Cloudy,Medium,Unknown,scooter,delivery,21.25,65.0,0.0,17.0,5.0,30.0,4.7,Drinks,36.35,0.5,5.0,50.0,0.0,1.3,26.58,1,Low,5000,1329.0
,D547,12.95,Clear,Medium,Unknown,motorcycle,delivery,18.91,57.0,0.0,17.0,5.0,39.0,4.8,Meal,22.35,0.5,1.4,50.0,0.0,1.2,22.23,1,Low,5000,1111.5
,8139,12.79,Clear,Medium,Unknown,motorcycle,delivery,19.01,65.0,0.0,17.0,5.0,35.0,4.7,Meal,27.01666667,0.5,3.0,50.0,0.0,1.2,24.82,0,Low,5000,1241.0
,97C6,9.59,Cloudy,Medium,Unknown,ev,delivery,18.33,81.0,0.0,17.0,5.0,22.0,4.7,Meal,24.55,0.5,8.2,50.0,0.0,1.0,27.14,0,Low,5000,1357.0000000000002
,BB53,9.71,Cloudy,Medium,Unknown,motorcycle,delivery,18.32,81.0,0.0,17.0,5.0,36.0,4.6,Meal,27.4,0.5,8.2,50.0,0.0,1.2,24.02,0,Low,5000,1201.0
,5DE1,12.62,Clear,Medium,Unknown,scooter,delivery,23.02,43.0,0.0,17.0,5.0,36.0,4.9,Meal,25.5,0.5,0.0,50.0,0.0,1.3,24.13,0,Low,5000,1206.5
,94AA,16.24,Clear,Medium,Unknown,motorcycle,delivery,22.63,43.0,0.0,17.0,5.0,27.0,4.6,Drinks,39.78333333,0.5,0.0,50.0,0.0,1.2,26.18,0,Low,5000,1308.9999999999998
,B868,11.62,Fog,Medium,Unknown,motorcycle,delivery,24.86,73.0,0.0,17.0,5.0,29.0,4.5,Drinks,40.08333333,0.5,14.6,50.0,0.0,1.2,26.06,0,Low,5000,1303.0
,2CA8,10.21,Fog,Medium,Unknown,motorcycle,delivery,19.56,68.0,0.0,17.0,5.0,25.0,4.9,Buffet,26.25,0.5,13.6,50.0,0.0,1.2,30.57,0,Moderate,5000,1528.5000000000002
,1D26,11.49,Fog,Medium,Unknown,scooter,delivery,25.0,73.0,0.0,17.0,5.0,23.0,4.9,Snack,32.81666667,0.5,14.6,50.0,0.0,1.3,32.35,0,Moderate,5000,1617.5
,C44D,8.95,Fog,Medium,Unknown,motorcycle,delivery,17.77,82.0,0.0,17.0,5.0,32.0,4.5,Buffet,30.0,0.5,16.4,50.0,0.0,1.2,28.8,0,Low,5000,1440.0000000000002
,9C64,10.22,Cloudy,Medium,Unknown,motorcycle,delivery,21.4,64.0,0.0,17.0,5.0,34.0,5.0,Drinks,32.58333333,0.5,4.8,50.0,0.0,1.2,24.49,0,Low,5000,1224.5
,CD0,13.4,Fog,Medium,Unknown,scooter,delivery,17.19,72.0,0.0,17.0,5.0,15.0,1.0,Snack,35.23333333,0.5,14.4,50.0,0.0,1.3,31.11,0,Moderate,5000,1555.5
,B040,11.94,Fog,Medium,Unknown,scooter,delivery,19.75,92.0,0.0,17.0,5.0,27.0,4.7,Buffet,35.75,0.5,18.4,50.0,0.0,1.3,30.07,0,Moderate,5000,1503.5000000000002
,D677,10.16,Clear,Medium,Unknown,motorcycle,delivery,14.39,77.0,0.0,17.0,5.0,27.0,4.3,Drinks,34.5,0.5,5.4,50.0,0.0,1.2,20.68,0,Low,5000,1034.0
,519B,11.75,Fog,Medium,Unknown,motorcycle,delivery,26.98,44.0,0.0,17.0,5.0,24.0,4.6,Drinks,44.03333333,0.5,10.0,50.0,0.0,1.2,26.8,0,Low,5000,1340.0
,9FF0,11.64,Clear,Medium,Unknown,motorcycle,delivery,23.01,43.0,0.0,17.0,5.0,27.0,4.9,Buffet,29.26666667,0.5,0.0,50.0,0.0,1.2,24.44,0,Low,5000,1222.0
,81A8,14.88,Cloudy,Medium,Unknown,scooter,delivery,18.29,81.0,0.0,17.0,5.0,31.0,4.7,Buffet,32.75,0.5,8.2,50.0,0.0,1.3,28.35,0,Low,5000,1417.5000000000002
,D5AF,11.82,Fog,Medium,Unknown,motorcycle,delivery,23.96,88.0,0.0,17.0,5.0,27.0,5.0,Meal,28.33333333,0.5,17.6,50.0,0.0,1.2,27.9,1,Low,5000,1394.9999999999998
,E147,8.92,Clear,Medium,Unknown,scooter,delivery,18.93,57.0,0.0,17.0,5.0,39.0,4.7,Buffet,23.28333333,0.5,1.4,50.0,0.0,1.3,23.95,0,Low,5000,1197.5
,D9FA,14.5,Clear,Medium,Unknown,scooter,delivery,18.86,57.0,0.0,17.0,5.0,30.0,4.3,Buffet,31.21666667,0.5,1.4,50.0,0.0,1.3,26.44,0,Low,5000,1322.0000000000002
,86EC,10.07,Clear,Medium,Unknown,motorcycle,delivery,19.17,65.0,0.0,17.0,5.0,39.0,5.0,Buffet,27.21666667,0.5,3.0,50.0,0.0,1.2,24.43,0,Low,5000,1221.5
,C635,11.3,Fog,Medium,Unknown,scooter,delivery,23.0,83.0,0.0,17.0,5.0,31.0,4.8,Drinks,31.23333333,0.5,16.6,50.0,0.0,1.3,26.75,0,Low,5000,1337.5
,8728,7.87,Clear,Medium,Unknown,motorcycle,delivery,19.22,65.0,0.0,17.0,5.0,37.0,4.7,Snack,25.31666667,0.5,3.0,50.0,0.0,1.2,27.03,0,Low,5000,1351.5
,91A,12.53,Clear,Medium,Unknown,cycle,delivery,23.23,43.0,0.0,17.0,5.0,15.0,1.0,Buffet,25.36666667,0.5,0.0,50.0,0.0,1.5,24.57,0,Low,5000,1228.5
,6D7,11.58,Fog,Medium,Unknown,motorcycle,delivery,24.96,73.0,0.0,17.0,5.0,27.0,4.9,Snack,30.01666667,0.5,14.6,50.0,0.0,1.2,30.79,0,Moderate,5000,1539.5
,C5F5,14.27,Clear,Medium,Unknown,motorcycle,delivery,21.79,54.0,0.0,17.0,5.0,25.0,4.9,Buffet,31.18333333,0.5,0.8,50.0,0.0,1.2,20.99,0,Low,5000,1049.4999999999998
,AAD4,19.45,Cloudy,Medium,Unknown,motorcycle,delivery,18.27,82.0,0.0,17.0,5.0,25.0,4.8,Snack,35.43333333,0.5,8.4,50.0,0.0,1.2,26.2,1,Low,5000,1310.0
,4223,12.12,Fog,Medium,Unknown,scooter,delivery,27.01,44.0,0.0,17.0,5.0,35.0,4.8,Meal,35.33333333,0.5,10.0,50.0,0.0,1.3,28.52,0,Low,5000,1426.0
,40B8,20.68,Cloudy,Medium,Unknown,motorcycle,delivery,18.12,77.0,0.0,17.0,5.0,37.0,4.5,Buffet,31.21666667,0.5,7.4,50.0,0.0,1.2,25.92,0,Low,5000,1296.0000000000002
,3AF1,7.87,Clear,Medium,Unknown,ev,delivery,17.72,68.0,0.0,17.0,5.0,38.0,4.6,Buffet,25.11666667,0.5,3.6,50.0,0.0,1.0,21.39,0,Low,5000,1069.5
,D916,14.5,Clear,Medium,Unknown,motorcycle,delivery,22.0,55.0,0.0,17.0,5.0,23.0,5.0,Buffet,31.93333333,0.5,1.0,50.0,0.0,1.2,19.08,0,Low,5000,953.9999999999999
,7284,10.43,Clear,Medium,Unknown,ev,delivery,19.0,64.0,0.0,17.0,5.0,22.0,4.5,Drinks,36.01666667,0.5,2.8,50.0,0.0,1.0,26.53,0,Low,5000,1326.5000000000002
,87D7,16.82,Clear,Medium,Unknown,motorcycle,delivery,17.83,67.0,0.0,17.0,5.0,27.0,4.7,Snack,30.53333333,0.5,3.4,50.0,0.0,1.2,25.19,0,Low,5000,1259.5
,3E2E,18.24,Cloudy,Medium,Unknown,motorcycle,delivery,18.28,77.0,0.0,17.0,5.0,25.0,4.9,Snack,36.56666667,0.5,7.4,50.0,0.0,1.2,28.42,0,Low,5000,1421.0
,613E,11.07,Clear,Medium,Unknown,scooter,delivery,19.18,65.0,0.0,17.0,5.0,35.0,4.6,Snack,31.75,0.5,3.0,50.0,0.0,1.3,26.91,0,Low,5000,1345.5
